cliente_id,nombre,segmento,score_credito,fecha_alta,ciudad
2024,Dr. Kevin Newman,bronze,387,2025-08-29,Michaelberg
2025,Whitney Roberson,gold,516,2024-05-24,Wilsonmouth
2026,Andrea Morrison,bronze,657,2022-10-22,West Thomas
2027,Ronald Hall,silver,530,2025-04-17,New Elizabeth
2028,David Perry,bronze,513,2022-06-12,West Rebeccatown
2029,Anne Woodard,bronze,706,2022-03-02,Smithfort
2030,Ashley White,bronze,747,2023-08-04,North Dennis
2031,Tommy Mata,silver,647,2023-06-19,Suzannebury
2032,Rebecca Carter,silver,306,2022-05-06,Port Renee
2033,Scott Fernandez,silver,571,2026-01-20,West Julie
2034,Ashley Harris,bronze,627,2023-04-04,Hoffmanfurt
2035,Alicia Jones,gold,573,2022-02-09,North Edwardshire
2036,Rebecca Mckay,gold,525,2023-02-05,East Matthewland
2037,Marc Decker,gold,644,2024-01-25,East Erin
2038,Mary Best,silver,680,2023-02-13,East Tylerview
2039,Kenneth Holland,bronze,478,2022-12-09,Jacksonchester
2040,Kylie Morales,silver,741,2022-12-11,Elizabethbury
2041,Justin Morrison,bronze,391,2021-12-30,Kathleenside
2042,Francisco Taylor,gold,462,2025-08-15,Onealtown
2043,William King,silver,448,2022-03-26,New Michael
2044,Rebecca Parsons,silver,550,2025-08-08,Bryceville
2045,Dana Rivers,bronze,640,2023-11-08,East Melissabury
2046,Gary Davis,silver,406,2024-11-22,Edwardstad
2047,Ruth Gonzalez,silver,623,2023-05-04,Port Stephanie
2048,Christine Smith,bronze,776,2025-08-05,New Lori
2049,Angela Gutierrez DVM,silver,398,2025-03-27,Anthonyville
2050,David Phillips,bronze,504,2024-03-19,Lake Kimberly
2051,Sean Barnes,silver,477,2022-06-21,Wandaview
2052,Bobby Kim,silver,375,2022-12-03,Port Vanessabury
2053,Christopher Cooke,gold,794,2025-02-10,Gonzalesland
2054,Dr. Jordan Johnston,gold,691,2024-04-14,Austinland
2055,Jeffrey Stevens,bronze,664,2024-10-10,New Michelleborough
2056,Katherine Jackson,gold,582,2025-01-18,Kristenmouth
2057,Raven Adkins,silver,614,2024-12-24,Tiffanyfort
2058,Tina James,silver,597,2025-06-09,South Charlene
2059,Aaron Greene,gold,485,2024-11-11,Baxtertown
2060,Nicole Murray,bronze,385,2024-09-27,Floreschester
2061,Mrs. Shawna Mayo,silver,451,2021-04-23,Robertshire
2062,Michael Stanley,gold,651,2022-04-23,Johnstad
2063,Monica Evans,silver,490,2024-03-03,Lake Dakota
2064,Jonathan Gutierrez,gold,716,2021-03-07,Port Beverly
2065,Veronica Howard,gold,448,2024-06-30,Webbmouth
2066,David Kirby,bronze,786,2023-12-16,Andersonstad
2067,David Mitchell,silver,560,2021-10-13,Lake Tammy
2068,Hannah Carson,bronze,332,2024-04-22,Lake Michelle
2069,Taylor Grant,gold,598,2021-10-12,Lake Austinstad
2070,Emily Turner,gold,330,2023-10-03,Lake Shannon
2071,Tammy Robles,gold,663,2022-12-01,Meadowsmouth
2072,Dylan Proctor,bronze,300,2024-11-01,Carolport
2073,Timothy Alexander,bronze,729,2021-08-03,Jasminechester
2074,Alicia Terrell,bronze,542,2023-01-11,South Anthony
2075,David Miller,bronze,796,2024-08-24,Meyerview
2076,Keith Jones,gold,367,2023-03-16,West Sheryl
2077,Brandon Lloyd,gold,770,2024-06-15,East Andrew
2078,Jamie Jones,silver,555,2024-05-23,North Laurafurt
2079,Robin Flores,silver,360,2023-11-30,Annafort
2080,Deborah Garrett,bronze,708,2025-11-14,New Steven
2081,Jeremy Shaw,silver,791,2025-08-10,Port Duane
2082,Dr. Derek Moore,gold,377,2021-07-24,Tuckermouth
2083,Ryan Riddle,gold,457,2025-04-19,Cruzfort
2084,Karen Alexander,silver,807,2024-11-12,Huntside
2085,Derek Ross,gold,305,2024-04-29,New Brendachester
2086,Ryan Stevenson,silver,310,2023-03-01,North Daniel
2087,Erika Watts,gold,306,2022-05-25,Billyhaven
2088,Faith Phillips,gold,485,2022-01-12,Josephport
2089,Christopher Sutton,silver,462,2021-12-03,East Nancy
2090,Katelyn Brennan,silver,435,2023-08-02,West Kenneth
2091,Kelly Newman,bronze,843,2022-01-24,West Stephanie
2092,Erica Edwards,gold,687,2023-10-09,North Emilymouth
2093,Timothy Pena,silver,394,2024-02-20,East Ashleyview
2094,Mark Rose,silver,825,2024-10-18,Brandychester
2095,Melissa Scott,silver,665,2021-07-30,Wilsonview
2096,Heather Parsons,bronze,369,2021-06-11,New Cynthia
2097,Jamie Baxter,gold,478,2023-08-31,West Jenniferchester
2098,Brandon Jones,bronze,714,2026-01-18,Thompsonmouth
2099,Jessica Vasquez,silver,574,2023-07-13,Jeremyburgh
2100,Alison Castro,bronze,415,2022-12-11,Robinville
2101,Vincent West,silver,510,2022-02-26,South Mark
2102,Toni Larson,silver,778,2023-06-02,Danielmouth
2103,Steven Baker,silver,794,2021-03-16,West Penny
2104,Dana Goodwin,bronze,627,2022-11-14,Oliviamouth
2105,Jeremy Garcia,bronze,343,2025-08-12,South Cynthia
2106,Taylor Taylor,gold,821,2024-02-04,Kingmouth
2107,Lori Allen,gold,755,2022-07-29,Stephanieville
2108,Michele Thornton,bronze,665,2025-08-03,Patriciaport
2109,Donald Miller DDS,silver,579,2024-09-11,New Jessica
2110,James Romero,gold,335,2023-07-03,Edwardsville
2111,Kaitlin Jones,silver,510,2025-09-29,New Kevin
2112,Kimberly Stewart,bronze,754,2024-07-25,East Kaylahaven
2113,Jill Murphy,bronze,758,2025-08-21,Kingland
2114,Cindy Dillon,bronze,478,2022-11-07,Lopezton
2115,Jerry Torres,silver,353,2023-04-09,Ramosville
2116,Melanie Anderson,silver,804,2021-06-18,Brownport
2117,Bryan Garrett,gold,463,2022-12-15,West Ryanland
2118,Michael Farley,silver,441,2023-12-15,Brownshire
2119,Leslie Taylor DDS,gold,774,2022-08-10,Brownchester
2120,Raymond Thomas,bronze,625,2023-05-20,New Joyce
2121,Andrea Schultz,gold,418,2023-01-21,Glovershire
2122,Daniel Franklin,gold,665,2024-10-18,Delgadomouth
2123,Bobby Tanner,silver,613,2023-07-11,West John
2124,Brandy Carpenter,silver,460,2023-11-12,Longmouth
2125,Deborah Stevens,bronze,749,2025-05-05,East Taraside
2126,Preston French,silver,342,2024-11-27,Isabellahaven
2127,Robert Wilson,bronze,369,2024-10-23,East Olivia
2128,Richard Clayton,gold,796,2023-05-27,Summerschester
2129,Troy Brown,bronze,444,2022-10-05,Donaldtown
2130,Hannah Gordon,silver,352,2023-06-29,South Michealchester
2131,Brittany Gross,silver,766,2025-06-16,New Katrinaland
2132,Melinda Johnson,gold,711,2022-11-14,Lake Madison
2133,Calvin Thompson,gold,617,2025-10-04,Derekborough
2134,Benjamin Lee,gold,801,2023-04-01,Bryanttown
2135,Ashley Adkins,bronze,304,2021-03-23,Darrellmouth
2136,Alexis Freeman,gold,762,2023-02-03,Wardhaven
2137,Kevin Smith,gold,559,2025-09-07,Port Deborahton
2138,Jennifer Wilson,bronze,400,2025-06-24,Corymouth
2139,Laura Ramirez,gold,562,2022-05-03,Markland
2140,Kelly Blair,gold,516,2021-11-13,Port Laurenbury
2141,Kim Bryan,gold,485,2024-12-07,Alexandrastad
2142,Allison Walton,silver,597,2024-01-22,Mckinneyburgh
2143,Stephanie Williams,bronze,565,2023-10-18,East Lisa
2144,Christopher Frazier,bronze,698,2021-12-05,Ryantown
2145,Rebecca Ferguson,gold,850,2021-12-15,Allisonmouth
2146,Zachary Lewis,gold,490,2025-04-24,Mitchellfurt
2147,John Richardson,gold,560,2022-11-15,South Timothy
2148,David Brown,silver,656,2021-09-03,Port Rachelshire
2149,Thomas Webb,gold,584,2021-10-23,South Jasonville
2150,Jennifer Tyler,gold,398,2025-12-11,North Aprilville
2151,Monica Richmond,gold,787,2022-09-07,Port Ian
2152,Michele Bryant,bronze,737,2025-03-09,Cliffordborough
2153,Timothy Foster,bronze,836,2025-09-04,Doyleberg
2154,Christopher Velasquez,gold,565,2023-12-30,West Kristinchester
2155,Ashley Dixon,bronze,797,2021-12-10,East David
2156,Rebecca Hale,gold,664,2025-04-26,Gregorytown
2157,Erin Castillo,bronze,427,2022-07-17,Port Johnview
2158,Nicole Bauer,silver,772,2021-08-25,Whitetown
2159,Luke Daniels,silver,447,2021-05-30,Nicholasstad
2160,Kathryn Curtis,gold,849,2023-03-19,Darrylland
2161,Sarah Robertson,gold,572,2021-08-29,New Brian
2162,Michael Hill,silver,499,2022-04-09,Moorechester
2163,Clarence Cox,silver,411,2023-07-08,South Emily
2164,Robin Mora,gold,564,2024-04-20,Christinechester
2165,Jose Frazier,bronze,700,2025-06-24,Port Karen
2166,Philip Howard,bronze,460,2022-10-20,Lake Ericashire
2167,Elaine Thompson,bronze,307,2023-09-11,East Tarafort
2168,Veronica Miller,gold,545,2021-05-06,Danaville
2169,Brandy Myers,gold,386,2023-05-13,Middletonchester
2170,Karen Payne,silver,754,2022-07-20,New Shannonton
2171,Michael Martinez,gold,393,2024-07-07,Elizabethmouth
2172,David Gonzalez,gold,305,2021-09-02,Ginatown
2173,Cheyenne Jennings,bronze,751,2021-05-17,South Darleneburgh
2174,Martha Vasquez,bronze,311,2026-01-28,Port Erikabury
2175,James Smith,silver,625,2023-12-18,North Craig
2176,Jean Henry,gold,642,2023-10-18,Lake Amandaburgh
2177,Sandra Thomas,bronze,672,2025-03-15,Lake George
2178,Carlos Quinn,gold,430,2021-11-08,Sandraborough
2179,Susan Lyons,gold,564,2022-05-09,Lake James
2180,Andrew Mathews,gold,734,2022-04-03,West Kurtberg
2181,William Carrillo,bronze,648,2022-09-07,Justinmouth
2182,Jeffrey Brown,bronze,701,2025-12-20,North Michael
2183,Aaron Hart,silver,771,2023-09-17,Lauraville
2184,Kenneth Butler,bronze,756,2023-12-11,South Joshuaberg
2185,Laura Watkins,silver,540,2021-08-24,Calhounburgh
2186,Brett Walters,silver,710,2022-01-13,Whitechester
2187,Anthony Campbell,silver,836,2023-03-20,New Heather
2188,Brianna Schmidt,gold,803,2023-10-02,New Angela
2189,Lauren Williams,gold,588,2024-04-18,Owenbury
2190,William Pace,bronze,364,2025-02-24,New Jeffreyborough
2191,Laura Thomas,bronze,624,2025-07-23,Garciafort
2192,Natalie Diaz,gold,695,2022-05-09,South Terrimouth
2193,Bruce Rhodes,bronze,631,2022-04-11,Lake Frances
2194,Bryan Brown,gold,712,2022-01-29,Kristinbury
2195,Wendy Lopez,bronze,619,2025-02-27,South Courtneyshire
2196,Jacob Johnson,gold,512,2022-10-25,Nicoleton
2197,Amanda Salazar,bronze,467,2024-08-18,Lake Chelseaburgh
2198,Gregory Reese,bronze,689,2022-09-23,Lake Ann
2199,Andrew Baker Jr.,gold,740,2025-04-19,Port Jessica
2200,Yesenia Kirby,silver,412,2023-01-24,West Taylorton
2201,Emily Maxwell,bronze,526,2023-09-08,Lake Robert
2202,Kyle Logan,silver,696,2025-02-28,South Courtney
2203,Kenneth Murray,gold,842,2024-01-04,Margaretview
2204,Summer Goodwin,silver,622,2021-08-27,Horneshire
2205,Joseph Chavez,gold,456,2026-01-29,Lake Michael
2206,April Bennett,gold,411,2024-12-04,West Bobbychester
2207,Tanya Wood,bronze,510,2025-03-29,Port Jaredstad
2208,Raven Reid,bronze,388,2021-10-20,Port Preston
2209,Diane Gordon,gold,669,2024-10-02,East Michaelton
2210,Dale Lee,gold,766,2023-01-12,South Justin
2211,Jessica Brewer,bronze,352,2022-08-25,Port Sherryberg
2212,Kevin Jones,gold,648,2024-02-07,Weeksberg
2213,Brittney Reynolds,gold,775,2024-06-11,Debrafort
2214,Samuel Reyes,silver,833,2022-07-29,Anitaberg
2215,Tony Harrison,silver,672,2023-10-02,Rayport
2216,Robert Adams,silver,758,2022-08-14,Lake Taylormouth
2217,Zachary Schmidt,bronze,703,2024-09-12,Davidview
2218,Jeffrey Butler,bronze,845,2022-02-10,Cantuburgh
2219,Laura Phillips,silver,625,2024-12-27,South Suzannehaven
2220,Susan Jackson,gold,762,2022-02-16,Simpsonport
2221,Joan Ortega,gold,492,2023-11-06,New Ashleyborough
2222,Angela Gilbert,bronze,803,2024-10-01,East Natashashire
2223,Juan Brown,bronze,395,2022-05-15,Port Brookefurt
2224,John Taylor,silver,729,2025-05-28,Leonardborough
2225,Joseph Thomas,gold,747,2023-11-06,Melissaport
2226,Tracy Willis,silver,357,2024-08-29,South Jeff
2227,John Rogers,silver,590,2024-06-12,Lake Theresastad
2228,Mary Durham,silver,557,2022-09-01,New Pamelafort
2229,Susan Sanchez,silver,652,2024-04-20,New Richardfurt
2230,John Davis,bronze,533,2024-02-06,East Bryanport
2231,Amanda Conway,silver,397,2024-04-30,Port Keithville
2232,Sara Young,silver,499,2025-04-21,South Kellyville
2233,Rodney Alvarez,gold,477,2023-09-24,Dannyborough
2234,Monique Bradley,silver,591,2024-10-10,Andrewberg
2235,Ian Nicholson,bronze,597,2021-04-29,New Tracyborough
2236,Diana Long,silver,365,2023-10-11,South Christinaville
2237,Sean Keith,gold,795,2021-09-16,Port Melissa
2238,Oscar Lewis,bronze,692,2025-12-26,Johnton
2239,Katherine Warner,gold,828,2023-08-14,Lake Laura
2240,Paul Mcknight,gold,710,2025-09-19,Ryanport
2241,Frank Brandt,bronze,730,2025-08-12,East Robert
2242,Bryan Foster,gold,778,2023-06-24,East Tara
2243,Katrina Williams,bronze,554,2024-02-08,Rebeccaton
2244,Richard Smith,silver,570,2025-10-05,Sydneyfort
2245,Mark Wilcox,silver,820,2021-06-22,Cookfurt
2246,Brenda Melton,bronze,450,2022-05-05,Katieburgh
2247,Miss Madison Tate,gold,406,2024-06-02,Villarrealland
2248,Michael Parks,gold,412,2022-08-04,New Lauraside
2249,Jennifer Martin,bronze,486,2024-02-10,Dianaport
2250,Angela Dawson,gold,803,2021-05-14,Riveratown
2251,Mary Anderson,gold,509,2024-07-09,Williamsonland
2252,Benjamin Horn,bronze,696,2025-07-01,Port Thomasmouth
2253,John Nelson,gold,833,2022-07-09,Stevensmouth
2254,Charles Moreno,gold,544,2024-06-26,Pricemouth
2255,Philip Schneider,bronze,531,2024-05-03,West Justinborough
2256,Shannon Hughes,silver,710,2024-10-12,Lewismouth
2257,Elizabeth Chen,bronze,751,2025-01-17,Buchananfurt
2258,Leslie Tran,silver,682,2023-07-17,Port Joshuaside
2259,Melissa Newman,silver,502,2021-10-10,Wilkersonport
2260,Deanna Horn,silver,737,2021-11-21,Dianaberg
2261,Tiffany Phillips,gold,533,2024-05-05,Port Jacob
2262,Angela Thomas,bronze,840,2025-10-27,North Natalieborough
2263,Samuel Lee,bronze,731,2021-05-08,East Joshuashire
2264,Aaron Howell,silver,474,2022-10-21,West Elizabethborough
2265,Paula Rose,silver,340,2025-11-16,West Kevinstad
2266,Angela Campos,bronze,341,2021-08-17,Gilbertbury
2267,Dawn Herman,gold,754,2026-01-04,Eatonport
2268,Jodi Jennings,bronze,482,2022-07-01,West Raymond
2269,Nicole Cox,silver,352,2022-11-16,Jasmineport
2270,James Moreno,silver,405,2024-09-10,South Kathleenside
2271,Louis Rodgers,gold,444,2023-06-12,Port Kimberlyburgh
2272,Robert Hayes,gold,758,2023-04-10,North Davidland
2273,Sara Herrera,gold,799,2022-02-27,Holderville
2274,Vanessa Gray MD,silver,754,2024-01-06,Collinsfort
2275,Jennifer Hensley,bronze,452,2021-06-05,Burkefort
2276,Shane Zimmerman,gold,333,2024-07-14,North Charles
2277,Tina Peterson,bronze,429,2021-07-31,Kathleentown
2278,Lisa Hernandez,silver,302,2025-12-21,Port Andrewburgh
2279,Brandon Waters,silver,312,2024-06-09,South Stephanie
2280,Pamela Tyler,bronze,546,2022-01-15,Staffordhaven
2281,Tara Parker,bronze,636,2026-02-05,New Rebeccamouth
2282,Joseph Tucker,silver,410,2023-01-05,South Audreymouth
2283,Summer Jensen,gold,344,2023-03-13,Lake Leslieport
2284,Sean Vazquez,silver,422,2025-04-04,West Erinside
2285,Jonathan Munoz,gold,759,2023-04-27,Kellyfort
2286,William Kelley,bronze,826,2023-03-15,New Dianaburgh
2287,Nancy Freeman,gold,819,2023-01-04,Jamesville
2288,Katrina Marshall,silver,432,2023-02-23,Eduardofort
2289,Barbara Pacheco,bronze,380,2024-10-03,North William
2290,Sandra Campbell,gold,323,2023-05-06,Jonesside
2291,Brian Bryan,bronze,845,2023-09-28,Toddmouth
2292,Sherry Rojas,silver,835,2022-11-25,Johnsontown
2293,Maureen Shelton,bronze,532,2023-06-19,Sherryfurt
2294,Sherry Schroeder,bronze,537,2024-01-31,West Justinmouth
2295,Tammy Davidson,gold,336,2023-07-16,Port Karen
2296,Mark Johnson,gold,379,2021-03-30,Owensville
2297,Dr. Lauren Williams PhD,gold,473,2024-07-12,Claudiashire
2298,Arthur Vargas,gold,643,2025-05-11,New Ashleychester
2299,Molly Pearson,bronze,707,2023-11-16,South Matthewstad
2300,Brian Munoz,silver,721,2021-09-12,Garrisonhaven
2301,James Mays,bronze,723,2023-12-28,Sarahshire
2302,Debra Sexton,silver,831,2022-09-27,North Donnahaven
2303,James Gomez,bronze,657,2023-02-25,Port Hayley
2304,Cheryl Hayes,silver,350,2025-09-17,Port Conniemouth
2305,Sarah Bell,bronze,405,2023-04-25,South Jotown
2306,Jason Schmidt,gold,568,2021-09-10,West Tamara
2307,Victoria Adams,bronze,600,2023-12-01,Port John
2308,Ashley Owens,bronze,478,2023-11-02,West Dianaburgh
2309,Jamie Thomas,bronze,718,2022-10-26,Lesliemouth
2310,Kenneth Sutton,gold,595,2022-12-27,Coxborough
2311,James Ward,bronze,484,2024-01-19,Port Justin
2312,Sarah Hayes,silver,782,2024-01-27,West Bonniemouth
2313,Paul Gordon,silver,694,2021-09-20,Hernandezberg
2314,Kelly Bennett,bronze,436,2023-04-13,Grossburgh
2315,Tina Lewis,silver,457,2022-03-17,Wesleyshire
2316,Cindy King,bronze,447,2023-07-04,New Sheila
2317,Christopher Young,gold,351,2023-03-15,Port Joanna
2318,Crystal Silva,silver,443,2025-03-22,East James
2319,Lisa Butler,bronze,479,2024-09-24,East Daniellefort
2320,Monica Berry,bronze,332,2023-04-28,Olsenberg
2321,Sheri Hernandez,gold,814,2024-06-01,East Sara
2322,Bianca Green,silver,619,2022-09-24,East Ericton
2323,Donald Smith,silver,759,2024-04-03,Claudiaburgh
2324,Brandon Francis,silver,386,2021-05-10,Scottburgh
2325,Steven Knight,bronze,359,2025-04-06,West Sandra
2326,Kristen Watkins,gold,736,2022-02-06,North Alexanderberg
2327,Daniel Newman,silver,762,2022-10-06,Port Tammy
2328,Nicole Simmons,gold,338,2024-08-26,Collinsland
2329,Krystal Norman,gold,584,2024-09-07,East Susan
2330,Jasmine Williams,gold,494,2025-10-06,Dianatown
2331,Jennifer Ayala,bronze,674,2023-08-16,East Maryville
2332,Tyler Logan,gold,359,2022-10-09,Michelechester
2333,Alexander Garcia,bronze,638,2021-09-29,Port Jaimeland
2334,Jeanne Peterson,bronze,611,2021-05-01,Bentonview
2335,Ryan Bean,silver,689,2025-04-08,Evelynshire
2336,Sharon Obrien,bronze,583,2025-09-12,North Jenniferville
2337,Mary Johnson,bronze,677,2021-10-18,North Elizabethbury
2338,Charles Pope,bronze,766,2023-03-16,Carrieberg
2339,Jeffrey Williams,bronze,703,2022-01-31,Linton
2340,Mary Alvarez,bronze,479,2023-06-25,Oconnorhaven
2341,William Clark,bronze,822,2021-06-07,North Felicia
2342,Cory Phillips,bronze,542,2024-09-10,Stephenhaven
2343,Jose Morrow,bronze,307,2022-10-09,Lake Eric
2344,Taylor Scott,bronze,499,2021-06-18,West Sandraburgh
2345,Ryan Hawkins,silver,566,2024-02-23,Stephenhaven
2346,Matthew Greene,gold,742,2021-12-27,Lake Isaac
2347,William Mendoza,silver,381,2021-12-23,East Anthonyhaven
2348,Emily Jackson,bronze,640,2024-04-05,Kevinfurt
2349,Franklin Durham,bronze,477,2024-04-09,East Steven
2350,Jonathan Foley,silver,469,2021-06-17,Heatherbury
2351,Melissa Shannon,bronze,476,2024-04-26,East Amanda
2352,Andrew Pope,gold,829,2023-08-16,New Sarah
2353,Michael Hernandez,bronze,485,2023-10-16,North Cindy
2354,Chase Cervantes,gold,712,2025-12-10,Alexisview
2355,John Carpenter,bronze,434,2022-05-28,Lake Laurenstad
2356,Mary Powell,bronze,825,2023-04-17,Duartefurt
2357,Dawn Hodge,silver,662,2026-02-26,New Maryville
2358,Steven Jackson,gold,783,2023-01-28,Mayerborough
2359,Amy Williams,bronze,435,2022-12-13,Daletown
2360,Kimberly Alvarado,silver,581,2023-03-13,South Andrewside
2361,William Cantu,gold,447,2022-06-11,East Gabriel
2362,Virginia Goodman,gold,828,2025-07-31,Lake Barbarachester
2363,Amanda Ramos,bronze,641,2021-12-08,West Lindsayborough
2364,Jeffrey Pittman,bronze,442,2023-03-02,South Matthewburgh
2365,Pamela Stewart,gold,728,2024-02-26,Kentport
2366,Deborah Gomez,gold,608,2021-05-21,Jamesbury
2367,Rachael Cruz,silver,318,2022-09-28,West Anthony
2368,Matthew Gross,bronze,749,2021-06-10,East Anthony
2369,Cheryl Randall,silver,629,2023-11-08,Donaldburgh
2370,Bradley Walters,gold,799,2022-10-12,West Eugene
2371,Stacy Craig,silver,598,2025-04-13,Bautistachester
2372,Mark Prince,gold,310,2025-12-10,Armstrongborough
2373,David Mills,silver,681,2022-10-02,Stephanieburgh
2374,Madison Harris,gold,790,2023-03-17,Hendersonburgh
2375,Michelle Cameron,gold,339,2024-07-03,South Jeremy
2376,Sherri Murray,bronze,587,2025-08-15,East Bill
2377,Christine Valencia,gold,608,2025-02-28,New Steven
2378,Michael Boyd,bronze,740,2021-08-17,Ruizhaven
2379,Charles Evans,silver,824,2026-01-20,Lake Laurie
2380,Pamela Shaw,silver,559,2022-05-25,South Davidbury
2381,Crystal Mitchell,silver,487,2023-07-09,West Wanda
2382,Deborah Shelton,silver,538,2023-01-05,Paulside
2383,Amber Butler,bronze,774,2021-07-23,North Joel
2384,Jason Larson,bronze,534,2021-11-30,North Prestonfurt
2385,Aaron David,bronze,506,2021-08-03,Reeseside
2386,Justin Hernandez,bronze,825,2022-01-12,New Michael
2387,Elizabeth White,gold,518,2023-07-03,Thompsonchester
2388,Charles Foley,gold,304,2024-03-26,West John
2389,Destiny Martinez,bronze,629,2022-12-28,Georgeburgh
2390,Erin Baker,bronze,604,2021-11-07,New Elainemouth
2391,Lawrence Martin,bronze,445,2026-01-08,Theodoreberg
2392,David Farrell,bronze,481,2023-09-05,Montgomeryview
2393,Melody Solis,bronze,793,2024-01-09,New Jacobstad
2394,Andrew Olsen,silver,441,2023-07-24,Davisshire
2395,Jonathan Wright,silver,825,2025-01-24,Thompsonfort
2396,Christopher Porter,silver,456,2023-11-14,East Gina
2397,Cody Meyer,bronze,820,2025-03-21,West Heather
2398,Rick Woodard,silver,603,2025-07-19,Port Gregory
2399,Michael Robinson,gold,381,2024-07-06,Lake Davidview
2400,Todd French,gold,349,2022-04-21,Williamsburgh
2401,Anthony Haas,gold,767,2022-08-20,North Lauren
2402,Kathy Anderson,silver,542,2021-10-04,Port Richard
2403,Allen Casey,bronze,688,2022-06-23,Allisonshire
2404,Christine Fernandez,bronze,837,2022-01-05,Hodgeville
2405,Brian Allen,gold,387,2025-04-12,Curtisview
2406,Justin Blake,bronze,779,2026-02-13,Lake Geraldmouth
2407,Scott Shepard,bronze,538,2021-08-02,Port Ebony
2408,Matthew Rodriguez,bronze,596,2025-09-07,Hansonborough
2409,Brittany Mccarthy,silver,733,2024-02-20,Thomasshire
2410,Aaron Harvey,bronze,503,2022-01-07,New David
2411,Anthony Simpson,gold,331,2021-05-08,Harringtonfurt
2412,Kristen Wilson,silver,508,2023-02-01,Morrowstad
2413,Lisa Russell,silver,454,2023-12-26,Hensonchester
2414,Abigail Nunez,bronze,618,2021-04-21,Melissaburgh
2415,Hannah Moore,bronze,372,2022-05-07,Brendaborough
2416,Stephen Parks,silver,728,2026-01-06,Douglasport
2417,John Conley,gold,823,2025-08-09,New Sean
2418,William Williams,silver,315,2025-02-03,New Tammy
2419,Autumn Moore,gold,437,2025-06-04,Kylechester
2420,Matthew Ortiz,gold,482,2024-10-27,Williamsbury
2421,Kendra Nguyen,gold,606,2023-12-17,Mariashire
2422,Abigail Mendez,silver,677,2025-12-14,West Colinmouth
2423,Patricia Collins,silver,562,2024-09-25,Lake Thomastown
2424,Stephanie Williams,gold,646,2025-05-09,Sanfordfort
2425,Sarah Castro,silver,688,2023-10-21,Tamarachester
2426,Rodney Sims,silver,309,2023-06-28,North Jamesmouth
2427,Jared Warren,silver,529,2022-04-11,Patriciaburgh
2428,Michael Moore,silver,763,2025-04-09,Michaelburgh
2429,Richard Wang,bronze,588,2023-08-25,Rushshire
2430,Eric Doyle,silver,771,2025-07-07,Nicholasfort
2431,Mark Bell,silver,657,2026-03-02,Ashleychester
2432,Jacob Wilson,gold,327,2024-06-22,Pattersonberg
2433,John Wheeler,bronze,648,2025-09-06,Port Jose
2434,Gabriel Thomas,silver,468,2022-02-03,Heatherburgh
2435,Natalie Owens,bronze,609,2022-03-22,Camposland
2436,Shawn Wright,gold,405,2021-03-12,West Tylershire
2437,Brian David,gold,354,2024-09-27,Lake Tinamouth
2438,Bradley Henry,bronze,361,2022-12-16,North Justin
2439,Veronica Barnes,silver,688,2021-09-28,Hillfurt
2440,Cassandra Gallagher,gold,659,2023-08-12,Sherriview
2441,Amanda Avila,bronze,667,2022-08-12,Wiseburgh
2442,John Wright,gold,616,2024-08-16,Perryhaven
2443,Pamela Hale,silver,696,2022-06-15,East Brooke
2444,Kyle Chavez,silver,507,2024-06-20,Port Markland
2445,Shannon Ware,gold,735,2021-11-16,Port Jasonberg
2446,Timothy Wood,silver,418,2025-07-15,Lake Nathanstad
2447,Jennifer Fletcher,bronze,563,2025-04-27,South Collinfort
2448,Jonathan Wagner,silver,730,2022-12-18,South Daniel
2449,Jerry Young,bronze,773,2023-01-29,Lauraton
2450,Tyler Johnson,silver,478,2024-08-10,Port Jamietown
2451,Kelly Gill,silver,691,2023-11-09,West Danny
2452,Justin Williams,bronze,535,2025-08-10,Dawnville
2453,Catherine Reyes,silver,558,2022-11-11,Lake Ashley
2454,Maria Crawford,gold,433,2025-10-07,East Evelynview
2455,John Wiley,bronze,365,2023-07-14,South Shawnaborough
2456,Amy Marshall,bronze,605,2024-05-15,Lake Alexandrastad
2457,Ashley Wagner,gold,685,2022-03-26,Lake Michelleberg
2458,Dawn Clayton,bronze,781,2024-04-29,Johnburgh
2459,Joshua Jacobs,silver,809,2023-06-20,West Kevinberg
2460,Matthew Martinez,gold,509,2025-05-20,Ashleyport
2461,Catherine Watts,gold,589,2021-12-24,East Cheryl
2462,Nicholas Davis,gold,749,2023-12-15,East Kimberly
2463,Jonathan Miller,silver,654,2024-01-06,North Natashaberg
2464,Alice Barnett,bronze,386,2021-11-09,East Stephanieview
2465,Mary Olson,silver,774,2021-05-13,East Sara
2466,Kenneth Foley,silver,789,2024-02-21,Lake Shelly
2467,Sabrina Peters,silver,792,2022-09-28,Port Melissa
2468,Christopher Abbott,gold,313,2025-09-20,Port Danielbury
2469,Robin Hooper,gold,419,2022-11-16,South Brianview
2470,Chris Flores,silver,611,2024-09-20,Fieldsmouth
2471,Mr. Steve Alexander,bronze,506,2021-12-19,South Isabel
2472,Michael Andrews,silver,302,2025-09-14,Lake Robertstad
2473,Thomas Villanueva,bronze,331,2021-03-18,Lake Edwardchester
2474,Jeanette Snyder,bronze,382,2023-06-28,Tannerville
2475,Jay Wells,bronze,666,2024-08-30,Sarahfurt
2476,Pamela Short,bronze,724,2025-12-21,Lake Nicole
2477,Christy Burns,bronze,613,2023-06-16,Sharpchester
